App_Title,Rating,User_Rating,Update,Size,Installs,Version,Required Android,Category
Educational Kids Games Learning Math Reading Books,4.3,74,4/14/2020,63000000,10000,2.4.4,4.4 and up,Education
Step Dad Simulator Family Life Games Free,3.9,448,11-04-2019,43000000,50000,1.02,5.0 and up,Simulation
eSchoolPLUS Family,2.3,661,2/22/2018,3100000,100000,1.2.0,4.0.3 and up,Education
Preschool Learning Games - Kids Primary School,4.4,69,2/18/2020,1000000,50000,1.0.1.0,4.2 and up,Educational
Video Slide Maker With Music,4.1,12352,12/30/2019,31000000,1000000,3.2,4.1 and up,Video Players & Editors
Real Mp3 Music Player & Video Player,4.4,191,6/27/2018,9800000,10000,1.3,4.1 and up,Music & Audio
Action! RCU,3.4,553,3/16/2015,1100000,50000,1.0.5,4.1 and up,Tools
Asteroids HD Classic Arcade Shooter - Vectoids,3.8,79,6/14/2018,3800000,10000,1.39,2.3.3 and up,Arcade
Casual Suit For Men,4.2,143,7/31/2019,5500000,50000,2.1,5.0 and up,Photography
US History Trivia Quiz: Test Your Knowledge,4.6,47,3/31/2020,7400000,1000,1.09,4.2 and up,Education
Kids Learn Shapes FREE,4.1,10316,9/17/2018,32000000,5000000,1.5.7,4.0.3 and up,Educational
The Brave Hooded Robin Adventure - Jungle & Island,4.6,14,08-03-2019,22000000,1000,1.9,4.0 and up,Adventure
Word Search Puzzles - Brain Games Free for Adults,5,9,04-06-2020,42000000,1000,1.1.1,4.1 and up,Puzzle
Synapptico  - Brain training games,4.5,335,04-07-2020,16000000,10000,1.8,4.4 and up,Educational
Creativity,3.9,571,03-02-2019,14000000,100000,3.2.0,4.0 and up,Productivity
Family Photo Frames,4.3,174,02-08-2020,27000000,100000,2.13.0,4.0 and up,Photography
Hopster: Pre School Kids Learning Games & Safe TV,3.7,779,04-02-2020,76000000,100000,3.47.19,4.4 and up,Entertainment
Photo Video Maker with Music - Video Editor,3.9,2291,12-03-2019,18000000,1000000,1.0.13,4.1 and up,Art & Design
"Video Editor With Music App, Video Maker Of Photo",4.3,102159,04-10-2020,49000000,5000000,2.5.3,5.0 and up,Video Players & Editors
Radio Disney: Watch & Listen,4.5,22335,02-04-2020,13000000,1000000,7.50.335,5.0 and up,Music & Audio
Metaverse - Augmented Reality,3.6,194,12/18/2019,29000000,50000,4.0.14,4.4 and up,Education
The 100  Laws of Business Success by Brian Tracy,4.6,364,2/15/2019,3200000,50000,1.0.2,4.1 and up,Books & Reference
Business plan free course - write a business plan,4.4,52,3/26/2020,2600000,10000,21,3.0 and up,Business
Portland Dating,3.7,185,3/26/2020,19000000,10000,1.0.7,5.0 and up,Dating
VR Space Cockpit,3.8,20,01-11-2017,81000000,5000,1.0.0,4.4 and up,Adventure
Star Daydream,3.7,210,9/27/2018,1400000,10000,1.4.6,4.2 and up,Personalization
ByondVR DayDream,3,41,12/24/2017,34000000,10000,3.0.57,7.0 and up,Entertainment
PeopleTV,4.1,2261,4/13/2020,9900000,100000,2.1.0.4100,4.1 and up,Entertainment
GameFor - Find Local Game Events and Players,4.8,610,2/27/2020,7700000,10000,6.0.5,4.4 and up,Social
2000+ Cocktail & Drink Recipes Free - Offline Book,4.3,17,4/16/2020,9900000,10000,1.1.10,4.1 and up,Food & Drink
Open eBooks,3.7,552,4/15/2017,24000000,100000,1.1.2,4.4 and up,Books & Reference
Material Design,4.8,535,7/22/2019,3500000,10000,5.4,5.0 and up,Libraries & Demo
My Principal® Lifestyle,4.9,14,4/18/2020,18000000,1000,2.2,6.0 and up,Health & Fitness
Offline Maps: Free GPS Navigation Maps,4.5,696,4/15/2020,17000000,50000,1.5,5.0 and up,Maps & Navigation
VICE News,2.9,1061,2/27/2020,40000000,100000,1.1.12,4.4 and up,News & Magazines
News - Newspaper & Magazine,4.6,1200,3/21/2020,5400000,50000,2.6.4,4.0 and up,News & Magazines
Parentship: Best Coparenting App for happier life!,4.2,105,1/16/2020,13000000,5000,1.2.3,4.2 and up,Parenting
Pregnancy Parenting BabyCare - Moms Community APP,4.6,16299,4/18/2020,13000000,1000000,7.7.4.1,5.0 and up,Parenting
The Mom's Manual: Parenting advice for New Parents,4.3,35,01-05-2018,8900000,5000,1.0.3,4.1 and up,Parenting
Photo Editor Pro - Polish,4.8,414399,04-01-2020,1000000,50000000,1.251.60,4.3 and up,Photography
Practical Photography Magazine: UK's No1 Photo Mag,3.8,86,11/20/2019,49000000,5000,3.17,4.4 and up,Photography
All Social Media,4.1,521,11-05-2019,9400000,100000,2,4.0.3 and up,Social
SoMee.social,4.1,34,3/31/2020,21000000,1000,2.3,4.4 and up,Social
Smart Tools - Utilities,4.1,877,04-12-2020,7500000,100000,17.9,4.4 and up,Tools
FLIR Tools Mobile,3.1,1652,1/18/2019,18000000,100000,3.9.2,5.0 and up,Productivity
Tourist Attractions - Places Near Me,3.5,126,5/29/2019,4400000,50000,1.26,4.0.3 and up,Travel & Local
GPS Trip Tracker™ - Record & Review the way you go,4.3,867,5/25/2018,2600000,100000,1.2.0.6,4.0.3 and up,Tools
Safe Travel,4.5,823,4/15/2020,14000000,50000,2.50.0.5000,4.1 and up,Travel & Local
Wear OS App Manager & Tracker (Android Wear),3.8,738,10/25/2014,3600000,100000,1,4.0.3 and up,Tools
Smartwatch Keyboard for WEAR OS Smartwatches.,3.2,41,01-09-2019,1000000,5000,1.1.2,Varies with device,Tools
Calendar for Wear OS,3.6,2776,3/27/2018,1000000,100000,1.1.7,Varies with device,Tools
Easy Art Drawing Ideas,3.7,289,11-01-2019,7100000,100000,1,2.3 and up,Art & Design
Mandalas coloring pages (+200 free templates),4.4,23519,03-08-2018,21000000,1000000,1.1.4,2.3 and up,Art & Design
Learn Car Repairing Offline,4.5,105,4/15/2019,9000000,10000,1,4.1 and up,Auto & Vehicles
Bible Topics: Bible Study Reference & Quiz Offline,4.5,568,4/20/2020,1000000,100000,Varies with device,Varies with device,Books & Reference
Hebrew Bible Study - Commentary & Translation,4.6,432,4/17/2020,32000000,10000,20.5.18,4.4 and up,Books & Reference
Books of the Ancient,4.5,72,9/20/2018,11000000,10000,7.0.0,4.1 and up,Books & Reference
Financisto - Personal Finance Tracker,4.4,14465,12-02-2019,6700000,500000,1.8.2,4.4 and up,Finance
Libraries for developers,4.8,5815,3/25/2020,44000000,100000,3.8,5.0 and up,Libraries & Demo
Iconics Library,4.6,153,12/31/2019,5600000,10000,4.0.2,4.0 and up,Libraries & Demo
LifeStyle,4.3,37,4/21/2020,29000000,1000,3.1,4.1 and up,Business
"News Ultra - World Newspapers, Magazines and Blogs",4.5,48,04-05-2018,10000000,1000,1.02,4.2 and up,News & Magazines
"Photoholic - Photography Blogs, Stories, Tutorials",4.6,20,10/21/2019,5700000,1000,1.1,4.2 and up,Photography
IAmProductive: Improve Productivity Time Tracking,4.3,37,09-06-2018,44000000,1000,24,4.0.3 and up,Productivity
"Sports Fan Quiz - NFL, NBA, MLB, NHL, FIFA, +",4.5,356,3/16/2020,6300000,10000,3.3.3,4.1 and up,Trivia
Smart Tools Kit - All In One Utility Tool Box,4.2,24,08-12-2019,9800000,5000,1,4.1 and up,Tools
Snap-on Tools,3.3,97,5/25/2018,8800000,50000,1.0.16,5.0 and up,Tools
Sightseeing Pass Travel Guide,4.4,412,10/25/2019,10000000,50000,0.1.17,6.0 and up,Travel & Local
InviteTravel,3.4,1173,3/16/2020,24000000,100000,0.7.87,4.4 and up,Travel & Local
"Screen Recorder , Video Recorder & Video Editor",4.5,6075,4/18/2020,14000000,100000,1.14,5.0 and up,Video Players & Editors
System Info For Wear OS (Android Wear),4.2,398,8/29/2015,1400000,10000,1.0.1,4.1 and up,Tools
Action Hero,4.3,1366,10/16/2018,5300000,50000,1.12,4.1 and up,Arcade
Retro Box : Retro and Arcade Games Collection,4,84,04-02-2019,25000000,10000,3,4.1 and up,Arcade
Quick Hit Casino Games - FREE Vegas Slots Games,4.5,236016,4/16/2020,1000000,10000000,2.5.16,4.1 and up,Casino
Spotify - Music and Podcasts,2.6,180,4/20/2020,8700000,5000000,1.29.0,5.0 and up,Music & Audio
Trivia - OpenSource,5,12,01-07-2020,6600000,500,1.3.0,4.2 and up,Trivia
Fun For Kids - App for kids 1-3 years old!,3.9,107,8/22/2017,43000000,100000,1.07,2.3.3 and up,Education
Kids ABC Spelling and Word Games - Learn Words,4.3,16,8/26/2019,30000000,10000,1.5,4.1 and up,Education
Cinderella Story for Kids,4.3,59817,1/13/2020,41000000,1000000,2.1.0,4.4 and up,Educational
My Mother Family Adventure Virtual Mom Simulator,3.5,307,8/26/2019,38000000,50000,1.5,4.1 and up,Adventure
Super Fox Adventure,4.2,56,10/17/2018,27000000,10000,1.0.3,4.1 and up,Adventure
My family Photo collage maker,4.1,344,12/20/2019,42000000,100000,1.8,4.1 and up,Photography
Family Matters,4.2,96,3/31/2018,3800000,5000,1.031.108,4.0 and up,Social
"Baby Phone - Games for Family, Parents and Babies",4.3,49380,11-01-2019,30000000,5000000,1.1,4.2 and up,Educational
"Free Music Video, Movie and TV Shows",4.2,8,09-01-2019,1000000,1000,1,4.1 and up,Entertainment
Picture to Video with song,4.6,1762,1/19/2020,20000000,500000,11.1,4.1 and up,Video Players & Editors
Town Amusement Park Life: Fun Pretend Games,3.3,121,10-03-2019,37000000,50000,1.0.4,4.1 and up,Casual
Color by Letter - Sewing game  Cross stitch,4.4,2130,4/21/2020,26000000,100000,1.0.20,4.1 and up,Art & Design
Home Paint: Design Home & Color by Number,4.3,8144,4/15/2020,97000000,500000,1.1.6,4.1 and up,Simulation
Painnt - Pro Art Filters,4.1,39821,10-11-2017,1000000,10000000,Varies with device,Varies with device,Photography
Drawing & Painting,4.1,587,2/23/2020,6700000,100000,1.88,5.0 and up,Art & Design
"Canva: Graphic Design, Video, Invite & Logo Maker",4.7,2426151,4/21/2020,29000000,50000000,2.57.2,4.1 and up,Art & Design
"Logo Maker - Logo Creator, Generator & Designer",4.5,3472,04-04-2020,23000000,500000,2.1.3,4.2 and up,Art & Design
How to Draw Tattoos,4.3,20735,09-06-2019,9200000,1000000,5.1,4.0 and up,Art & Design
Tattoo Pixel Art Color By Number Adult Paint Book,4.5,1783,02-02-2020,36000000,50000,1.9,4.1 and up,Entertainment
Zombie Coloring - Color by Numbers & Art Books,4.3,11008,03-10-2020,39000000,100000,1.1.3.3,4.3 and up,Puzzle
"Flyers, Poster Maker, Graphic Design, Banner Maker",4.7,87911,04-08-2020,9800000,1000000,45,4.2 and up,Business
Cricut Design Space,4.5,20306,04-07-2020,13000000,1000000,3.5.0,6.0 and up,Lifestyle
Deep Art Effects - AI Photo Filter & Art Filter,4.6,75564,4/16/2020,19000000,1000000,1.6.1,4.1 and up,Photography
"Zazzle - Create, Design & Shop",4.2,7874,2/19/2020,42000000,100000,4.9.3,5.0 and up,Shopping
Adobe Spark Post: Graphic Design & Story Templates,4.4,32239,4/20/2020,61000000,5000000,4.0.0,5.0 and up,Art & Design
Garden Coloring Book,4.3,16264,3/31/2020,34000000,1000000,3.0.10,4.1 and up,Art & Design
Cool Art Drawing,4.3,213,09-07-2019,8300000,50000,1.2,4.1 and up,Art & Design
Learn Crafts and DIY Arts,4,8346,4/16/2020,5200000,500000,3.0.107,4.4 and up,Lifestyle
Drawing Desk Draw Paint Color Doodle & Sketch Pad,4,16783,1/22/2020,70000000,1000000,5.7.8,6.0 and up,Art & Design
Spiro. Little Big Tools,4.3,790,4/24/2018,1500000,100000,1,4.0 and up,Art & Design
"Desygner: Free Graphic Design, Photos, Full Editor",4.6,37151,4/20/2020,21000000,1000000,3.6.2,5.0 and up,Business
Might and Magic – Battle RPG 2020,4.1,59357,4/14/2020,59000000,1000000,3.23,4.4 and up,Role Playing
Food Network Kitchen,4.7,57081,4/15/2020,27000000,5000000,6.9.0,4.2 and up,Lifestyle
LandscapAR augmented reality,3.3,1699,7/25/2018,2500000,100000,1.5,2.3 and up,Entertainment
Augmented Class! Augmented Reality in Education,4.1,102,5/14/2019,79000000,10000,3.0.29,5.0 and up,Education
Augmented Reality (AR) kid's Kit 4D,4,144,12/13/2019,100000000,10000,17.81,4.4 and up,Education
Cars & Vehicles Puzzle for Kids 🚁🚔🚒🚊🏎️🚕,3.8,7516,04-06-2020,36000000,5000000,3.0.1,4.2 and up,Education
Smart Car Wash Service: Gas Station Car Paint Shop,3.8,4044,11-12-2019,48000000,1000000,1.1,4.1 and up,Simulation
"Zigwheels - New Cars & Bikes, Scooters in India.",4.6,29198,4/20/2020,9700000,1000000,3.1.9,5.0 and up,Auto & Vehicles
My Car - Fuel Tracker & Vehicle Manager,4.3,419,4/16/2020,3000000,10000,2.0.69,5.0 and up,Auto & Vehicles
OBDeleven car diagnostics,4,9694,4/22/2020,32000000,500000,0.20.3,4.1 and up,Auto & Vehicles
CAR PROBLEMS AND REPAIRS,4.2,4141,02-07-2020,4400000,1000000,1,4.1 and up,Auto & Vehicles
FIXD - Vehicle Health Monitor,4.4,8181,4/22/2020,58000000,500000,7.4.6,5.0 and up,Auto & Vehicles
"Carvana: 20k Used Cars, Buy Online, 7-Day Returns",4.2,5567,4/18/2020,22000000,100000,3.7.3,5.0 and up,Auto & Vehicles
Car Home Ultra,3.9,11931,03-07-2019,2500000,1000000,4.4,4.4 and up,Auto & Vehicles
Kids Car Wash Service Auto Workshop Garage,4.1,8116,09-07-2019,48000000,5000000,1.4,4.1 and up,Entertainment
Car Parts & Car Info for Car Accessories－All Cars,4,13715,12-01-2019,8000000,1000000,8.1.1,4.2 and up,Auto & Vehicles
🚓🚦Car Driving School Simulator 🚕🚸,4.4,235168,4/20/2020,62000000,10000000,2.19,4.1 and up,Racing
"Drivvo – Car management, Fuel log, Find Cheap Gas",4.6,77385,03-06-2020,12000000,1000000,7.5.5,4.1 and up,Auto & Vehicles
AGAMA Car Launcher,4.4,15869,2/20/2020,23000000,1000000,2.5.1,4.1 and up,Auto & Vehicles
Driving in Car,3.9,38182,5/15/2019,20000000,5000000,1.9,4.0 and up,Racing
POV Car Driving,3.9,11008,3/19/2020,135000000,5000000,4.8,4.4 and up,Auto & Vehicles
AutoScout24 - used car finder,4.5,242541,4/22/2020,32000000,10000000,9.5.84,5.0 and up,Auto & Vehicles
Car Launcher FREE,4.4,7695,11/16/2018,19000000,500000,2.4.0.74,4.0 and up,Auto & Vehicles
Autoportal - Best Cars App,4.1,2263,12-08-2018,11000000,100000,1.1.9,4.1 and up,Auto & Vehicles
"CarWale - Buy,Sell New & Used Cars,Prices & Offers",4.6,154076,02-12-2020,16000000,5000000,6.4.1,4.1 and up,Auto & Vehicles
Car dashdroid-Car infotainment,4,9496,5/17/2019,8800000,500000,2.3.12,4.4 and up,Auto & Vehicles
Mister Auto - Car parts,4.7,9179,4/22/2020,14000000,1000000,2.7,4.1 and up,Shopping
Gas Station: Car Parking Sim,3.8,37721,03-12-2020,72000000,10000000,2.5,4.1 and up,Racing
Automotive Electrical Wiring Diagrams,4.5,1352,04-06-2020,3400000,100000,2.7.2,5.0 and up,Auto & Vehicles
RealDash,4.1,1886,4/18/2020,45000000,100000,v1.7.3-B,4.2 and up,Auto & Vehicles
Sweet Selfie - Beauty Camera & Best Photo Editor,4.6,1699558,4/13/2020,52000000,100000000,3.9.1166,4.1 and up,Photography
Beauty Camera - Best Selfie Camera -Beauty Plus,4,359,1/16/2020,24000000,100000,1.9,4.0.3 and up,Photography
Beauty Camera,4.3,2191,04-09-2020,60000000,100000,4.6.0,5.0 and up,Photography
Beauty Selfie Plus - Selfie Camera & Beauty face,3.5,3473,2/20/2020,35000000,1000000,2.4,4.1 and up,Photography
"Beauty Camera X 🔥 - Selfie Camera, Photo Editor",4.4,4225,4/16/2020,36000000,1000000,6,4.2 and up,Photography
Beauty Salon - Girls Games,4.2,30315,05-03-2017,68000000,1000000,1.0.6.0,4.0.3 and up,Casual
"Beauty Camera - photo filter, beauty effect editor",4.3,138,12-10-2019,54000000,100000,2.0.26,4.1 and up,Photography
The Study Bible,4.8,23650,04-01-2019,83000000,500000,2.0.6,4.1 and up,Books & Reference
Lost Books of the Bible (Forgotten Bible Books),4.7,3403,02-10-2020,8100000,100000,2.8,4.1 and up,Books & Reference
Scofield Study Bible,4.8,1305,5/13/2019,9600000,10000,2,4.1 and up,Books & Reference
Kobo Books - eBooks & Audiobooks,4.4,258312,5/30/2019,1000000,10000000,Varies with device,Varies with device,Books & Reference
Bible Encyclopedia & Holy Bible,4.6,3055,2/19/2020,17000000,100000,5.6.1,4.1 and up,Books & Reference
Self Motivation,4.3,305,03-09-2020,11000000,100000,1.0.14,4.1 and up,Books & Reference
Strong's Concordance Bible  KJV,4.7,1271,1/21/2020,16000000,100000,3.7.3,4.1 and up,Books & Reference
1000000+ FREE Ebooks.,3.8,4864,03-11-2019,7800000,500000,3.6,4.0 and up,Books & Reference
Hebrew Bible Study - Audio and Commentary,4.5,439,4/17/2020,32000000,10000,20.5.18,4.4 and up,Books & Reference
"Bible KJV with Apocrypha, Enoch, Jasher, Jubilees",4.7,7980,02-05-2020,8200000,100000,5.6.0,4.1 and up,Books & Reference
"Bible Study - Dictionary, Commentary, Concordance!",4.7,11307,02-05-2020,44000000,100000,2.1.0,4.1 and up,Books & Reference
1611 King James Bible - Original Bible,4.6,3359,01-10-2020,7700000,100000,5.7.0,4.1 and up,Books & Reference
Goodreads,3.8,111216,4/15/2020,31000000,10000000,2.18.1 Build 1,4.4 and up,Books & Reference
Dreame,4.4,366194,2/28/2020,15000000,5000000,1.6.3,4.1 and up,Books & Reference
Dictionary - Merriam-Webster,4.6,497198,4/20/2020,97000000,10000000,Varies with device,Varies with device,Books & Reference
Novels & Books in English,4.1,4288,4/13/2020,17000000,500000,1.7.0,4.1 and up,Books & Reference
Pathfinder Open Reference,4.8,8438,3/21/2016,1000000,100000,Varies with device,Varies with device,Books & Reference
Free Books Gutenberg,3.9,486,12/14/2019,8100000,100000,2.2.0,4.1 and up,Books & Reference
Study Bible commentary,4.6,1261,3/20/2019,9900000,50000,3,4.1 and up,Books & Reference
Dictionary,4.8,278396,2/27/2020,1000000,10000000,Varies with device,Varies with device,Books & Reference
Dictionary - WordWeb,4.7,133627,4/18/2020,1000000,5000000,Varies with device,Varies with device,Books & Reference
The Holy Spirit,4.7,870,07-12-2015,2500000,100000,1.1,2.2 and up,Books & Reference
Study Bible with reference and commentary,4.6,123,09-11-2019,9600000,10000,2,4.1 and up,Books & Reference
Offline Survival Manual,4.6,25254,4/22/2020,5900000,1000000,4.2.6,4.0 and up,Books & Reference
The 48 Laws of Power,4.5,154,07-04-2018,39000000,50000,1.1,4.1 and up,Books & Reference
Deseret Bookshelf,4.2,1953,01-09-2020,36000000,100000,5.0.6,4.4 and up,Books & Reference
Bible Commentary Offline and Free,4.7,8036,02-10-2020,9200000,500000,1.0.8,4.1 and up,Books & Reference
Business plan guide and tools for entrepreneurs,4.3,69,08-02-2017,5700000,50000,1,4.2 and up,Books & Reference
Small Business Startup,4.5,451,04-10-2020,7700000,100000,4.2.5,6.0 and up,Business
Startup Space – Business & Entrepreneur Community,4.2,102,4/21/2020,56000000,10000,5.6,4.2 and up,Business
Comic & Meme Creator,4.2,40322,10-04-2019,88000000,1000000,12.3,4.1 and up,Entertainment
CIAYO Comics - Free Webtoon Comics Indonesia,4.1,26686,4/21/2020,8100000,1000000,3.4.1.10,4.2 and up,Comics
LSD Comics,5,32,01-09-2020,126000000,500,191228,5.0 and up,Comics
Comic Trim,4.1,714,4/13/2020,1000000,10000,Varies with device,Varies with device,Comics
"iReader - Novel,Comic",4.6,30945,3/30/2020,21000000,1000000,8.0.0,4.1 and up,Books & Reference
HiRead - Novels and Comics,4.5,12603,04-08-2020,11000000,500000,2.0.12,5.0 and up,Books & Reference
Gurukula Comics Audiobooks StoryBooks,4.7,180,3/27/2020,21000000,5000,4,5.0 and up,Comics
ACK Comics,4.1,973,7/29/2019,37000000,100000,2.2.3,4.4 and up,Comics
Doctor Who: Comic Creator,4,2000,5/24/2018,42000000,100000,1.5,4.0 and up,Adventure
JABtalk,4,317,1/19/2020,1900000,100000,5.2.4,4.0.3 and up,Communication
Marco Polo - Stay In Touch,4.6,246063,4/20/2020,43000000,10000000,0.269.0,5.0 and up,Communication
Avaz App for Communication - India,4,50,04-06-2020,45000000,10000,4.2,5.0 and up,Communication
Twist: Communication & Collaboration for Teams,4.6,325,02-12-2020,8500000,50000,1.10.2,4.4 and up,Business
Voxer Walkie Talkie Messenger,4.1,231975,2/28/2020,25000000,10000000,3.18.20.21535,5.0 and up,Communication
Pryvate Now – The Secure Mobile Communication App,3.4,285,4/22/2020,41000000,10000,11.1.45,5.0 and up,Communication
ClassTag: Classroom Communication,4.2,736,04-08-2020,30000000,100000,1.24.2,5.0 and up,Education
"Kinkoo: Kinky BDSM, Fet Lifestyle & Fetish Dating",3.9,3673,03-12-2020,19000000,100000,V2.2.3,5.0 and up,Social
Bisexual Dating For Singles & Couples - BiCupid,4.9,2386,04-10-2020,19000000,100000,2.1.8,5.0 and up,Dating
Farmers Dating Only for Country Singles - Farmers,4.5,816,04-02-2020,24000000,10000,1.5.2,5.0 and up,Lifestyle
Feter -  Fet Life-Style Kinky Dating App,4.4,1770,04-02-2020,19000000,50000,1.5.6,5.0 and up,Dating
Adult Dating Nearby,4.2,60,4/16/2020,20000000,5000,3.001,4.1 and up,Dating
iris: Dating App with Artificial Intelligence,4.8,846,4/18/2020,14000000,50000,1.0.1680,5.0 and up,Dating
Waplog - Dating App to Chat & Meet New People,4.4,669150,4/22/2020,37000000,10000000,4.1.3.1,4.3 and up,Social
Black White Interracial Dating - Interracial Match,4.5,5112,10/29/2019,29000000,100000,2.0.4,4.2 and up,Dating
Meet singles nearby,4.2,10224,4/15/2020,20000000,1000000,1.0.139,5.0 and up,Dating
"Hily Dating App: Chat, Match & Meet People Online",4.2,75602,04-07-2020,30000000,5000000,3.0.2.3,5.0 and up,Dating
SysInfo Daydream Screensaver,4.1,33,5/19/2018,1700000,1000,4.0.0,4.2 and up,Tools
